"","Sitio","DATA","ViaSentido","VMD","Lon","Lat"
"23987","AT280","2024-08","AV. GODOFREDO MACIEL [N-S]",2542,-38.5682801745455,-3.79273500609091
"23988","AT281","2024-08","AV. GODOFREDO MACIEL [S-N]",11285,-38.56819036,-3.79282096245455
"23989","AT282","2024-08","AV. GODOFREDO MACIEL [S-N]",5925,-38.5682797645455,-3.79274602909091
"23990","AT283","2024-08","AV. AMERICO BARREIRA [N-S]",3139,-38.56084045,-3.75716402409091
"23991","AT284","2024-08","AV. AMERICO BARREIRA [N-S]",10979,-38.56084045,-3.75716402409091
"23992","AT285","2024-08","AV. SEN. FERNANDES TAVORA [L-O]",5913,-38.5907797018182,-3.75743604518182
"23993","AT286","2024-08","AV. JOVITA FEITOSA [L-O]",11631,-38.5469797818182,-3.737880972
"23994","AT287","2024-08","AV. JOSE JATAHY [S-N]",11424,-38.5441201909091,-3.73456496945455
"23995","AT288","2024-08","AV. PRES. CASTELO BRANCO [L-O]",7045,-38.5814297136364,-3.702811983
"23996","AT289","2024-08","AV. PRES. CASTELO BRANCO [L-O]",4693,-38.5815303763636,-3.702886978
"23997","AT290","2024-08","AV. PRES. CASTELO BRANCO [O-L]",6966,-38.5826198054545,-3.70248299709091
"23998","AT291","2024-08","AV. PRES. CASTELO BRANCO [O-L]",4025,-38.5825898509091,-3.70242996836364
"23999","AT292","2024-08","AV. JOVITA FEITOSA [L-O]",14262,-38.5526402309091,-3.739005984
"24000","AT293","2024-08","AV. JOVITA FEITOSA [O-L]",11930,-38.5527999572727,-3.73924097036364
"24001","AT294","2024-08","AV. PRES. COSTA E SILVA [O-L]",10876,-38.5667003663636,-3.81727298327273
"24002","AT295","2024-08","AV. PRES. COSTA E SILVA [O-L]",3088,-38.5666399163636,-3.81706295872727
"24003","AT296","2024-08","AV. BERNARDO MANUEL [N-S]",15643,-38.5542098472727,-3.807524984
"24004","AT297","2024-08","AV. BERNARDO MANUEL [N-S]",970,-38.5541299645455,-3.80754795754545
"24005","AT298","2024-08","AV. BERNARDO MANUEL [S-N]",19366,-38.5543104181818,-3.808769994
"24006","AT299","2024-08","AV. JOSE BASTOS [N-S]",21703,-38.5476096809091,-3.74695402727273
"24007","AT300","2024-08","AV. JOSE BASTOS [N-S]",1609,-38.5475295836364,-3.74703697890909
"24008","AT301","2024-08","AV. JOSE BASTOS [S-N]",14776,-38.5477599636364,-3.74749398445455
"24009","AT302","2024-08","AV. JOSE BASTOS [S-N]",1214,-38.5478900927273,-3.74741201781818
"24010","AT303","2024-08","AV. SEN. FERNANDES TAVORA [O-L]",7790,-38.59182967,-3.75713904527273
"24011","AT503","2024-08","R. PADRE VALDEVINO [L-O]",2051,-38.5015304545455,-3.74387
"24012","AT504","2024-08","R. PADRE VALDEVINO [L-O]",999,-38.5022503636364,-3.74363
"24013","AT505","2024-08","R. PADRE VALDEVINO [L-O]",962,-38.5031499090909,-3.74342
"24014","AT506","2024-08","R. PADRE VALDEVINO [L-O]",607,-38.5041901818182,-3.74309
"24015","AT915","2024-08","AV. JOAO PESSOA [N-S]",702,-38.5458599090909,-3.74836
"24016","FV140","2024-08","AV. MONSENHOR TABOSA [O-L]",14191,-38.5141899727273,-3.72386596363636
"24017","FV141","2024-08","AV. BERNARDO MANUEL [S-N]",15477,-38.5494103272727,-3.79253798181818
"24018","FV142","2024-08","AV. PRES. COSTA E SILVA [L-O]",17116,-38.5605997272727,-3.819846
"24019","FV143","2024-08","AV. GODOFREDO MACIEL [N-S]",23328,-38.5732199818182,-3.80672903636364
"24020","FV165","2024-08","AV. BERNARDO MANUEL [N-S]",20822,-38.55212,-3.800732
"24021","FV166","2024-08","AV. BERNARDO MANUEL [N-S]",19335,-38.5492199,-3.79100796363636
"24022","FV167","2024-08","AV. ENG. SANTANA JUNIOR [S-N]",10425,-38.4898603454545,-3.74898101818182
"24023","FV168","2024-08","AV. PRES. COSTA E SILVA [O-L]",18422,-38.5627796090909,-3.81913803636364
"24024","FV185","2024-08","AV. JUSCELINO KUBITSCHEK [S-N]",18627,-38.5327898272727,-3.81801102063636
"24025","FV186","2024-08","AV. JUSCELINO KUBITSCHEK [N-S]",18559,-38.5327197318182,-3.81763596981818
"24026","FV187","2024-08","AV. RAUL BARBOSA [N-S]",36337,-38.5103901818182,-3.769307
"24027","FV251","2024-08","R. CRISANTO MOREIRA DA ROCHA [S-N]",4635,-38.4823797454545,-3.80598796363636
"24028","FV252","2024-08","R. CRISANTO MOREIRA DA ROCHA [N-S]",6532,-38.4821703909091,-3.80441899090909
"24029","FV253","2024-08","R. RAIMUNDO NERI [S-N]",18206,-38.5862197363636,-3.79446998181818
"24030","FV254","2024-08","R. VITORIA [N-S]",16054,-38.59,-3.76781596363636
"24031","FV414","2024-08","AV. DIOGUINHO [N-S]",6872,-38.45677997,-3.73554597081818
"24032","FV415","2024-08","AV. DIOGUINHO [S-N]",6962,-38.4562500963636,-3.73600903763636
"24033","FV416","2024-08","AV. RAUL BARBOSA [N-S]",17258,-38.5046700254545,-3.75731996127273
"24034","FV417","2024-08","AV. RAUL BARBOSA [S-N]",24658,-38.5043604236364,-3.75732400681818
"24035","FV418","2024-08","AV. RAUL BARBOSA [N-S]",24479,-38.5119700127273,-3.77197302718182
"24036","FV419","2024-08","AV. RAUL BARBOSA [S-N]",41328,-38.5117996045455,-3.77216603036364
"24037","FV652","2024-08","AV. DIOGUINHO [N-S]",7127,-38.4471898618182,-3.75359796
"24038","FV653","2024-08","AV. DIOGUINHO [S-N]",5916,-38.4469595572727,-3.75357304290909
"24039","FV654","2024-08","AV. SEN. FERNANDES TAVORA [L-O]",8763,-38.5778595654545,-3.76434602072727
"24040","FV655","2024-08","AV. SEN. FERNANDES TAVORA [O-L]",9599,-38.5786504418182,-3.76418901445455
"24041","FV656","2024-08","R. SANTA TEREZINHA DO MENINO JESUS E DA SAGRADA FACE [N-S]",11725,-38.4971798509091,-3.75270901490909
"24042","06702001","2024-09","AV. BEZERRA DE MENEZES [L-O]",22051,-38.5474903,-3.73205
"24043","06702002","2024-09","AV. BEZERRA DE MENEZES [O-L]",24619,-38.5486298,-3.73249
"24044","06702003","2024-09","AV. BEZERRA DE MENEZES [L-O]",17276,-38.5518904,-3.73294
"24045","06702004","2024-09","AV. BEZERRA DE MENEZES [O-L]",17896,-38.5526001,-3.73327
"24046","06702005","2024-09","AV. BEZERRA DE MENEZES [L-O]",19895,-38.5608202,-3.73479
"24047","06702006","2024-09","AV. BEZERRA DE MENEZES [L-O]",29977,-38.5662399,-3.73592
"24048","06702007","2024-09","AV. BEZERRA DE MENEZES [O-L]",29631,-38.5663803,-3.73614
"24049","06702008","2024-09","AV. BEZERRA DE MENEZES [L-O]",21200,-38.544840052,-3.7314650051
"24050","06702009","2024-09","AV. JOSE JATAHY [N-S]",9757,-38.545060364,-3.7314449659
"24051","06702010","2024-09","AV. JOSE JATAHY [S-N]",13015,-38.544739919,-3.7317410332
"24052","06702011","2024-09","AV. JOVITA FEITOSA [L-O]",5334,-38.5663903,-3.74189
"24053","06702012","2024-09","AV. PRES. CASTELO BRANCO [L-O]",22327,-38.5586704,-3.71118
"24054","06702013","2024-09","AV. PRES. CASTELO BRANCO [O-L]",19195,-38.5589501,-3.7112
"24055","06702014","2024-09","AV. PRES. CASTELO BRANCO [O-L]",16728,-38.5635798,-3.71003
"24056","06702015","2024-09","AV. PRES. CASTELO BRANCO [L-O]",19319,-38.5685103,-3.7083
"24057","06702016","2024-09","AV. PRES. CASTELO BRANCO [O-L]",19885,-38.5687199,-3.70839
"24058","06702017","2024-09","AV. PRES. CASTELO BRANCO [L-O]",16016,-38.5742904,-3.70607
"24059","06702018","2024-09","AV. PRES. CASTELO BRANCO [O-L]",21065,-38.5743504,-3.70622
"24060","06702025","2024-09","AV. JOSE BASTOS [N-S]",24509,-38.5553297,-3.75478
"24061","06702026","2024-09","AV. JOSE BASTOS [S-N]",21832,-38.5555496,-3.75515
"24062","06702027","2024-09","AV. JOSE BASTOS [S-N]",23481,-38.5641697,-3.76022
"24063","06702028","2024-09","AV. GODOFREDO MACIEL [S-N]",16618,-38.5667402,-3.78746
"24064","06702029","2024-09","AV. GODOFREDO MACIEL [N-S]",21141,-38.5712497,-3.80064
"24065","06702030","2024-09","AV. GODOFREDO MACIEL [S-N]",18574,-38.5713003,-3.80123
"24066","06702031","2024-09","AV. AGUANAMBI [S-N]",23699,-38.5251797,-3.74611
"24067","06702032","2024-09","AV. AGUANAMBI [N-S]",39909,-38.5253398,-3.74617
"24068","06702034","2024-09","AV. AUGUSTO DOS ANJOS [S-N]",5422,-38.57624,-3.77686
"24069","06702035","2024-09","AV. BERNARDO MANUEL [N-S]",27796,-38.5508201,-3.79645
"24070","06702036","2024-09","AV. BERNARDO MANUEL [S-N]",23241,-38.5508895,-3.79704
"24071","06702037","2024-09","AV. ABOLICAO [L-O]",25650,-38.4892201,-3.72631
"24072","06702038","2024-09","AV. DEP. PAULINO ROCHA [N-S]",20989,-38.5076696,-3.80195
"24073","06702039","2024-09","AV. DEP. PAULINO ROCHA [S-N]",23159,-38.5075396,-3.80198
"24074","06702040","2024-09","AV. PONTES VIEIRA [L-O]",21016,-38.5170205,-3.7531
"24075","06702044","2024-09","AV. HIST. RAIMUNDO GIRAO [L-O]",26453,-38.5052501,-3.72363
"24076","06702045","2024-09","AV. FRANCISCO SA [L-O]",14103,-38.5566501,-3.71761
"24077","06702046","2024-09","AV. FRANCISCO SA [O-L]",11993,-38.5568495,-3.71761
"24078","06702047","2024-09","AV. FRANCISCO SA [L-O]",8815,-38.5721003,-3.71236
"24079","06702048","2024-09","AV. FRANCISCO SA [O-L]",8146,-38.5724403,-3.71229
"24080","06702049","2024-09","AV. UNIVERSIDADE [S-N]",13829,-38.5392399,-3.74112
"24081","06702050","2024-09","AV. SANTOS DUMONT [O-L]",17115,-38.4985299,-3.73619
"24082","06702051","2024-09","AV. AUGUSTO DOS ANJOS [N-S]",9990,-38.5827704,-3.78428
"24083","06702052","2024-09","AV. AUGUSTO DOS ANJOS [S-N]",15449,-38.5830603,-3.7847
"24084","06702053","2024-09","R. GUILHERME ROCHA [L-O]",5549,-38.5369803,-3.72406
"24085","06702054","2024-09","AV. DEMETRIO MENEZES [N-S]",18018,-38.5845104,-3.73282
"24086","06702055","2024-09","AV. DEMETRIO MENEZES [S-N]",22574,-38.5843595,-3.73298
"24087","06702056","2024-09","AV. JOAO PESSOA [S-N]",23544,-38.5535805,-3.75706
"24088","06702057","2024-09","R. ALBERTO MAGNO [N-S]",4,-38.5466904,-3.76114
"24089","06702058","2024-09","AV. ALBERTO CRAVEIRO [N-S]",32272,-38.517279911,-3.7865820325
"24090","06702059","2024-09","AV. ALBERTO CRAVEIRO [S-N]",27838,-38.517110247,-3.7868440281
"24091","06702061","2024-09","AV. CESAR CALS [S-N]",7843,-38.4619596,-3.72576
"24092","06702062","2024-09","AV. PRES. COSTA E SILVA [L-O]",14478,-38.5392997,-3.82563
"24093","06702063","2024-09","AV. PRES. COSTA E SILVA [O-L]",25275,-38.5397004,-3.82568
"24094","06702064","2024-09","AV. PRES. CASTELO BRANCO [L-O]",13391,-38.5858904,-3.70078
"24095","06702065","2024-09","AV. PRES. CASTELO BRANCO [O-L]",12995,-38.5859598,-3.70088
"24096","06702066","2024-09","AV. AGUANAMBI [N-S]",29923,-38.5253398,-3.74617
"24097","06702067","2024-09","AV. AGUANAMBI [S-N]",26968,-38.5251797,-3.74611
"24098","06702068","2024-09","AV. DR. SILAS MUNGUBA [L-O]",23455,-38.5512004,-3.7858
"24099","06702069","2024-09","AV. DR. SILAS MUNGUBA [O-L]",19797,-38.55143,-3.78586
"24100","06702070","2024-09","R. ALBERTO MAGNO [N-S]",17707,-38.5467403,-3.76114
"24101","06702073","2024-09","AV. GAL. OSORIO DE PAIVA [N-S]",13862,-38.579900327,-3.7840179999
"24102","06702074","2024-09","AV. GAL. OSORIO DE PAIVA [S-N]",22152,-38.579840173,-3.784124999
"24103","06702075","2024-09","AV. ALBERTO CRAVEIRO [S-N]",21883,-38.5176703,-3.79357
"24104","06702076","2024-09","AV. ALBERTO CRAVEIRO [N-S]",25447,-38.5178096,-3.79315
"24105","06702077","2024-09","AV. PRES. COSTA E SILVA [L-O]",27017,-38.569030487,-3.8151010182
"24106","06702078","2024-09","AV. PRES. COSTA E SILVA [O-L]",22829,-38.569149612,-3.8151919604
"24107","06702079","2024-09","AV. SANTOS DUMONT [O-L]",30938,-38.479740235,-3.7422559778
"24108","06702080","2024-09","R. COSTA BARROS [L-O]",15230,-38.520709713,-3.7274080159
"24109","06702081","2024-09","AV. JOAO PESSOA [N-S]",16079,-38.560890228,-3.7697750098
"24110","06702082","2024-09","AV. JOAO PESSOA [S-N]",20175,-38.56084025,-3.7697979802
"24111","06702083","2024-09","AV. 13 DE MAIO [L-O]",17279,-38.5389,-3.74103503
"24112","06702084","2024-09","AV. ALBERTO CRAVEIRO [S-N]",27650,-38.520940263,-3.8026480262
"24113","06702085","2024-09","AV. ALBERTO CRAVEIRO [N-S]",29510,-38.521089856,-3.8025330459
"24114","06702086","2024-09","AV. PRES. COSTA E SILVA [L-O]",34935,-38.550279734,-3.8234790324
"24115","06702087","2024-09","AV. PRES. COSTA E SILVA [O-L]",22773,-38.550630343,-3.8234919819
"24116","06702088","2024-09","AV. SEN. FERNANDES TAVORA [L-O]",12101,-38.593800266,-3.7559570357
"24117","06702089","2024-09","AV. SEN. FERNANDES TAVORA [O-L]",8483,-38.59403988,-3.7559560107
"24118","06702090","2024-09","AV. EXPEDICIONARIOS [N-S]",10903,-38.538890061,-3.7572519771
"24119","06702091","2024-09","AV. EXPEDICIONARIOS [S-N]",7217,-38.538860391,-3.7574129927
"24120","06702092","2024-09","AV. ALBERTO CRAVEIRO [N-S]",32738,-38.519010038,-3.7987669728
"24121","06702093","2024-09","AV. ALBERTO CRAVEIRO [S-N]",33055,-38.518810172,-3.798806971
"24122","06702094","2024-09","AV. AMERICO BARREIRA [N-S]",23590,-38.564119945,-3.7598820002
"24123","06702095","2024-09","AV. JOAO PESSOA [S-N]",18920,-38.549469915,-3.752505983
"24124","06702096","2024-09","AV. 13 DE MAIO [L-O]",19321,-38.534869518,-3.744505041
"24125","06702097","2024-09","AV. FARIAS BRITO [L-O]",38568,-38.486919521,-3.7358820038
"24126","06702098","2024-09","AV. JOSE BASTOS [N-S]",33741,-38.557489991,-3.7566700482
"24127","06702099","2024-09","AV. JOSE BASTOS [S-N]",21925,-38.557399603,-3.7569220068
"24128","06702100","2024-09","AV. DR. SILAS MUNGUBA [L-O]",18038,-38.538460147,-3.7909099691
"24129","06702101","2024-09","AV. DR. SILAS MUNGUBA [O-L]",15324,-38.538699665,-3.791062998
"24130","06702102","2024-09","AV. DIOGUINHO [N-S]",11064,-38.442280358,-3.7636269574
"24131","06702103","2024-09","AV. DIOGUINHO [S-N]",11401,-38.442109789,-3.7635839751
"24132","06702104","2024-09","AV. DOMINGOS OLIMPIO [L-O]",19934,-38.536519619,-3.7348120355
"24133","06702105","2024-09","AV. DOMINGOS OLIMPIO [O-L]",14164,-38.536850176,-3.7349369672
"24134","06702106","2024-09","AV. PRES. CASTELO BRANCO [L-O]",37984,-38.532480316,-3.7189829551
"24135","06702107","2024-09","AV. PRES. CASTELO BRANCO [O-L]",38511,-38.532530412,-3.7192820326
"24136","06702108","2024-09","AV. ENG. SANTANA JUNIOR [N-S]",4250,-38.482880183,-3.7368829919
"24137","06702109","2024-09","AV. ENG. SANTANA JUNIOR [S-N]",14870,-38.482990373,-3.7371400309
"24138","06702110","2024-09","AV. ENG. SANTANA JUNIOR [N-S]",32796,-38.489459893,-3.7466060404
"24139","06702111","2024-09","AV. ENG. SANTANA JUNIOR [S-N]",27560,-38.489460462,-3.7467480345
"24140","06702112","2024-09","AV. ABOLICAO [L-O]",31684,-38.498329532,-3.7262899852
"24141","06702113","2024-09","AV. ABOLICAO [O-L]",30510,-38.498560135,-3.726469018
"24142","06702114","2024-09","AV. BEZERRA DE MENEZES [O-L]",23405,-38.561370038,-3.7351229903
"24143","06702115","2024-09","AV. FREI CIRILO [N-S]",19897,-38.497020362,-3.8184570022
"24144","06702116","2024-09","AV. FREI CIRILO [S-N]",17534,-38.496789905,-3.8184619523
"24145","06702118","2024-09","R. CONEGO DE CASTRO [S-N]",5486,-38.577020393,-3.7890070134
"24146","06702119","2024-09","AV. JUSCELINO KUBITSCHEK [S-N]",15020,-38.529809692,-3.8138469749
"24147","06702120","2024-09","AV.JUSCELINO KUBITSCHEK [N-S]",22412,-38.529769519,-3.8136599961
"24148","06702121","2024-09","AV. PRES. CASTELO BRANCO [L-O]",18811,-38.563210367,-3.7098980244
"24149","06702122","2024-09","AV. AUGUSTO DOS ANJOS [N-S]",10308,-38.574720496,-3.7749969961
"24150","06702123","2024-09","AV. AUGUSTO DOS ANJOS [S-N]",9578,-38.574749729,-3.7752899777
"24151","06702124","2024-09","AV. BORGES DE MELO [L-O]",22533,-38.530320498,-3.7595750119
"24152","06702125","2024-09","AV. BORGES DE MELO [O-L]",22048,-38.53057004,-3.7596609765
"24153","06702126","2024-09","AV. DEMETRIO MENEZES [N-S]",21456,-38.584309545,-3.7351340409
"24154","06702127","2024-09","AV. DEMETRIO MENEZES [S-N]",23720,-38.584059665,-3.7352760049
"24155","06702128","2024-09","AV. PONTES VIEIRA [O-L]",19743,-38.517299665,-3.753267048
"24156","06702129","2024-09","R. SANTA LIDUINA [S-N]",26576,-38.585080397,-3.7997320058
"24157","06702130","2024-09","AV. BERNARDO MANUEL [N-S]",14888,-38.55556,-3.8117160042
"24158","06702131","2024-09","AV. BERNARDO MANUEL [S-N]",16137,-38.555389674,-3.812163049
"24159","06702132","2024-09","R. JULIO BRAGA [L-O]",6388,-38.582810148,-3.7744910194
"24160","06702133","2024-09","R. JULIO BRAGA [O-L]",9253,-38.583059502,-3.7743870026
"24161","06709001","2024-09","AV. DOMINGOS OLIMPIO [O-L]",2438,-38.5240804,-3.7387
"24162","06709002","2024-09","AV. ANTONIO SALES [O-L]",1646,-38.5229096,-3.73896
"24163","06709003","2024-09","AV. ANTONIO SALES [O-L]",1725,-38.5219401,-3.73938
"24164","06709004","2024-09","AV. ANTONIO SALES [O-L]",1282,-38.5209802,-3.73969
"24165","06709005","2024-09","AV. ANTONIO SALES [O-L]",2930,-38.5198503,-3.74005
"24166","06709006","2024-09","AV. ANTONIO SALES [O-L]",1551,-38.51869,-3.74042
"24167","06709007","2024-09","AV. ANTONIO SALES [O-L]",1543,-38.51768,-3.74074
"24168","06709008","2024-09","AV. ANTONIO SALES [O-L]",2235,-38.5166503,-3.74106
"24169","06709009","2024-09","AV. ANTONIO SALES [O-L]",1709,-38.5154598,-3.74143
"24170","06709010","2024-09","AV. ANTONIO SALES [O-L]",1498,-38.5145699,-3.7417
"24171","06709011","2024-09","AV. ANTONIO SALES [O-L]",1836,-38.5112704,-3.74274
"24172","06709012","2024-09","AV. ANTONIO SALES [O-L]",2675,-38.5098805,-3.74317
"24173","06709013","2024-09","AV. ANTONIO SALES [O-L]",2507,-38.5080804,-3.74373
"24174","06709014","2024-09","AV. ANTONIO SALES [O-L]",2081,-38.5068604,-3.7441
"24175","06709015","2024-09","AV. ANTONIO SALES [O-L]",2293,-38.50588,-3.74442
"24176","06709016","2024-09","AV. ANTONIO SALES [O-L]",1679,-38.5049601,-3.74469
"24177","06709017","2024-09","AV. ANTONIO SALES [O-L]",2745,-38.5041003,-3.74495
"24178","06709018","2024-09","AV. ANTONIO SALES [O-L]",1567,-38.5031005,-3.74527
"24179","06709019","2024-09","AV. ANTONIO SALES [O-L]",2248,-38.5019998,-3.74561
"24180","06709020","2024-09","AV. ANTONIO SALES [O-L]",2103,-38.5010501,-3.7459
"24181","06709021","2024-09","AV. ANTONIO SALES [O-L]",1596,-38.5001001,-3.74619
"24182","06709022","2024-09","AV. ANTONIO SALES [O-L]",1693,-38.4990397,-3.74653
"24183","06709023","2024-09","AV. ANTONIO SALES [O-L]",1804,-38.4982601,-3.74677
"24184","06709024","2024-09","AV. ANTONIO SALES [O-L]",1741,-38.4970903,-3.74715
"24185","06709025","2024-09","AV. ANTONIO SALES [O-L]",2182,-38.4960901,-3.74745
"24186","06709026","2024-09","AV. ANTONIO SALES [O-L]",2775,-38.4949504,-3.7478
"24187","06709027","2024-09","R. GAL. SAMPAIO [S-N]",3431,-38.5324998,-3.73253
"24188","06709028","2024-09","R. GAL. SAMPAIO [S-N]",986,-38.5321803,-3.73149
"24189","06709029","2024-09","R. GAL. SAMPAIO [S-N]",1611,-38.5319198,-3.73062
"24190","06709030","2024-09","R. GAL. SAMPAIO [S-N]",1202,-38.5315296,-3.72933
"24191","06709031","2024-09","R. GAL. SAMPAIO [S-N]",1271,-38.5312403,-3.72832
"24192","06709032","2024-09","AV. ANTONIO SALES [O-L]",1777,-38.5135101,-3.74205
"24193","06709033","2024-09","AV. ANTONIO SALES [O-L]",3202,-38.5122605,-3.74243
"24194","06709034","2024-09","AV. AGUANAMBI [S-N]",5,-38.524930107,-3.740265976
"24195","06709035","2024-09","AV. AGUANAMBI [N-S]",102,-38.52491005,-3.740155038
"24196","06709036","2024-09","AV. AGUANAMBI [N-S]",182,-38.52595967,-3.741659955
"24197","06709037","2024-09","AV. AGUANAMBI [S-N]",19,-38.525939545,-3.74154504
"24198","06709038","2024-09","AV. AGUANAMBI [S-N]",478,-38.525480399,-3.744856977
"24199","06709039","2024-09","AV. AGUANAMBI [N-S]",505,-38.525520307,-3.744808978
"24200","06709040","2024-09","AV. AGUANAMBI [S-N]",74,-38.524520289,-3.7472889659
"24201","06709041","2024-09","AV. AGUANAMBI [N-S]",560,-38.52493997,-3.7472529722
"24202","06709042","2024-09","AV. AGUANAMBI [S-N]",101,-38.52372007,-3.74987599
"24203","06709043","2024-09","AV. AGUANAMBI [N-S]",200,-38.52375977,-3.74992697
"24204","AT089","2024-09","AV. GODOFREDO MACIEL [S-N]",15766,-38.5735396,-3.80835
"24205","AT200","2024-09","AV. ENG. HUMBERTO MONTE [L-O]",7466,-38.5613701,-3.74792
"24206","AT217","2024-09","AV. JOVITA FEITOSA [O-L]",8436,-38.5599004,-3.74059
"24207","AT239","2024-09","AV. DR. SILAS MUNGUBA [L-O]",15479,-38.5326298,-3.79544
"24208","AT245","2024-09","AV. SANTOS DUMONT [O-L]",9009,-38.4624102,-3.74788
"24209","AT246","2024-09","AV. SANTOS DUMONT [L-O]",8207,-38.4612296,-3.74815
"24210","AT247","2024-09","AV. ALM. HENRIQUE SABOIA [S-N]",26680,-38.4917102,-3.74684
"24211","AT248","2024-09","AV. JOVITA FEITOSA [L-O]",11712,-38.5594399,-3.74041
"24212","AT249","2024-09","AV. JOSE JATAHY [N-S]",7029,-38.5434795,-3.73966
"24213","AT251","2024-09","AV. ENG. HUMBERTO MONTE [O-L]",18325,-38.56182013,-3.74752397
"24214","AT252","2024-09","AV. DR. SILAS MUNGUBA [O-L]",13669,-38.53303957,-3.795101986
"24215","AT253","2024-09","AV. ENG. HUMBERTO MONTE [O-L]",1105,-38.544179918,-3.734515042
"24216","AT254","2024-09","AV. DOM MANUEL [N-S]",19587,-38.52212001,-3.7313700385
"24217","AT255","2024-09","AV. DOM MANUEL [S-N]",17095,-38.52231962,-3.7321869762
"24218","AT256","2024-09","AV. CEL. CARVALHO [N-S]",7181,-38.589920182,-3.7101789652
"24219","AT257","2024-09","AV. CEL. CARVALHO [S-N]",9840,-38.589450292,-3.7109170247
"24220","AT258","2024-09","AV. GODOFREDO MACIEL [N-S]",12526,-38.566559577,-3.7851760444
"24221","AT259","2024-09","AV. GODOFREDO MACIEL [N-S]",734,-38.566570474,-3.7851539734
"24222","AT260","2024-09","AV. PROF. JOSE ARTHUR DE CARVALHO [O-L]",4895,-38.463019882,-3.8256410126
"24223","AT261","2024-09","AV. PROF. JOSE ARTHUR DE CARVALHO [L-O]",5211,-38.462599964,-3.8253449893
"24224","AT262","2024-09","AV. ROGACIANO LEITE [N-S]",14841,-38.492979671,-3.7606819768
"24225","AT263","2024-09","AV. ROGACIANO LEITE [N-S]",1736,-38.492979671,-3.7606819768
"24226","AT264","2024-09","AV. ROGACIANO LEITE [S-N]",14931,-38.493080018,-3.7615040395
"24227","AT265","2024-09","AV. ROGACIANO LEITE [N-S]",11886,-38.499340304,-3.774101042
"24228","AT266","2024-09","AV. ROGACIANO LEITE [S-N]",11390,-38.499430291,-3.7746479629
"24229","AT267","2024-09","AV. PROF. JOSE ARTHUR DE CARVALHO [O-L]",8448,-38.470389655,-3.8270910499
"24230","AT268","2024-09","AV. PROF. JOSE ARTHUR DE CARVALHO [L-O]",8204,-38.470349508,-3.8271269508
"24231","AT269","2024-09","AV. PROF. JOSE ARTHUR DE CARVALHO [S-N]",3668,-38.451610287,-3.8202440465
"24232","AT270","2024-09","AV. PROF. JOSE ARTHUR DE CARVALHO [N-S]",3200,-38.451519873,-3.819766048
"24233","AT271","2024-09","AV. ALM. HENRIQUE SABOIA [S-N]",25652,-38.490100126,-3.7447800228
"24234","AT272","2024-09","AV. ALM. HENRIQUE SABOIA [N-S]",26110,-38.490020231,-3.7441389794
"24235","AT273","2024-09","AV. PRES. CASTELO BRANCO [O-L]",14194,-38.542110272,-3.7156549949
"24236","AT274","2024-09","AV. PRES. CASTELO BRANCO [O-L]",13455,-38.542050393,-3.7155470069
"24237","AT275","2024-09","AV. PRES. CASTELO BRANCO [L-O]",17225,-38.527370434,-3.7211040055
"24238","AT276","2024-09","AV. PRES. CASTELO BRANCO [L-O]",13986,-38.527449944,-3.721216047
"24239","AT277","2024-09","AV. DR. THEBERGE [N-S]",5894,-38.568359606,-3.72465403
"24240","AT278","2024-09","AV. DR. THEBERGE [N-S]",9024,-38.568359606,-3.72465403
"24241","AT279","2024-09","AV. GODOFREDO MACIEL [N-S]",16213,-38.568479589,-3.7925889783
"24242","AT280","2024-09","AV. GODOFREDO MACIEL [N-S]",3254,-38.568280192,-3.7927350067
"24243","AT281","2024-09","AV. GODOFREDO MACIEL [S-N]",15682,-38.568190396,-3.7928209587
"24244","AT282","2024-09","AV. GODOFREDO MACIEL [S-N]",5710,-38.568279741,-3.792746032
"24245","AT283","2024-09","AV. AMERICO BARREIRA [N-S]",8983,-38.560840495,-3.7571640265
"24246","AT284","2024-09","AV. AMERICO BARREIRA [N-S]",16800,-38.560840495,-3.7571640265
"24247","AT285","2024-09","AV. SEN. FERNANDES TAVORA [L-O]",8253,-38.590779672,-3.7574360497
"24248","AT286","2024-09","AV. JOVITA FEITOSA [L-O]",12206,-38.54697976,-3.7378809692
"24249","AT287","2024-09","AV. JOSE JATAHY [S-N]",13921,-38.54412021,-3.7345649664
"24250","AT288","2024-09","AV. PRES. CASTELO BRANCO [L-O]",9253,-38.581429685,-3.7028119813
"24251","AT289","2024-09","AV. PRES. CASTELO BRANCO [L-O]",5435,-38.581530414,-3.7028869758
"24252","AT290","2024-09","AV. PRES. CASTELO BRANCO [O-L]",6999,-38.582619786,-3.7024829968
"24253","AT291","2024-09","AV. PRES. CASTELO BRANCO [O-L]",5951,-38.582589836,-3.7024299652
"24254","AT292","2024-09","AV. JOVITA FEITOSA [L-O]",16372,-38.552640254,-3.7390059824
"24255","AT293","2024-09","AV. JOVITA FEITOSA [O-L]",12289,-38.552799953,-3.7392409674
"24256","AT294","2024-09","AV. PRES. COSTA E SILVA [O-L]",14798,-38.566700403,-3.8172729816
"24257","AT295","2024-09","AV. PRES. COSTA E SILVA [O-L]",6587,-38.566639908,-3.8170629546
"24258","AT296","2024-09","AV. BERNARDO MANUEL [N-S]",22695,-38.554209832,-3.8075249824
"24259","AT297","2024-09","AV. BERNARDO MANUEL [N-S]",2036,-38.554129961,-3.8075479533
